"","id","p1","p1freq","p2","p2freq","p3","p3freq","p4","p4freq","p5","p5freq","p6","p6freq","p7","p7freq","p8","p8freq","p9","p9freq","p10","p10freq","p11","p11freq","p12","p12freq","p13","p13freq","p14","p14freq","p15","p15freq","p16","p16freq","p17","p17freq","p18","p18freq","p19","p19freq"
"190",190,"Coffee Heaven","Kilka razy w roku","Park Saski","Kilka razy w roku","","","SP ul.Miedziana","Kilka razy w miesiącu","Siłownia Calypso Targówek","Kilka razy w miesiącu","Park Saski","Kilka razy w roku","Szpulka","Raz w roku lub rzadziej","","","","","Park Bródnowski","Kilka razy w roku","Las Bródnowski","Kilka razy w roku","Basen Muszelka","Kilka razy w roku","Lewy brzeg Wisły","Kilka razy w roku","Powiśle - kawiarnie/puby","Kilka razy w roku","","","","","","","","","",""
"191",191,"pub nora","Kilka razy w roku","centrum handlowe złote tarasy","Przynajmniej kilka razy w tygodniu","dziekanat 131","Kilka razy w roku","park balaton","Przynajmniej kilka razy w tygodniu","ogrod saski","Kilka razy w roku","park za palacem kultury","Kilka razy w roku","klub park","Kilka razy w roku","klub hybrydy","Kilka razy w roku","pub harenda","Kilka razy w roku","lazienki krolewskie","Kilka razy w roku","starówka ","Kilka razy w roku","","","","","","","","","","","","","","","",""
"192",192,"Złote Tarasy","Kilka razy w miesiącu","Park Saski","Kilka razy w miesiącu","Krakowskie Przedmieście","Przynajmniej kilka razy w tygodniu","Energy Fitness","Przynajmniej kilka razy w tygodniu","Palace Mokotów","Kilka razy w miesiącu","EFC","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193",193,"Złote Tarasy","Kilka razy w miesiącu","Galeria Mokotów","Kilka razy w miesiącu","Restauracja Zapiecek na ul. Nowy Świat","Kilka razy w roku","Park Praski","Kilka razy w roku","","","","","Klub Stodoła","Kilka razy w roku","","","","","","","","","","","","","","","","","","","","","","","",""
"194",194,"Paradox Cafe","Kilka razy w roku","DS5","Przynajmniej kilka razy w tygodniu","Kic","Kilka razy w miesiącu","Park Królikarnia","Kilka razy w roku","Łazienki","Kilka razy w roku","Park Morskie Oko","Kilka razy w roku","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195",195,"jeffs ","Kilka razy w miesiącu","cava złote tarasy ","Kilka razy w roku","vapiano ","Kilka razy w roku","pole mokotowskie","Kilka razy w miesiącu","belvedere palace ","Kilka razy w roku","hala sportowa Banacha ","Kilka razy w roku","hulakula ","Kilka razy w roku","hybrydy ","Kilka razy w roku","bank club ","Kilka razy w roku","","","","","","","","","","","","","","","","","","","",""
"196",196,"Park Skaryszewski","Kilka razy w roku","BUW","Przynajmniej kilka razy w tygodniu","Kampus Ochota UW","Przynajmniej kilka razy w tygodniu","","","","","","","Kafefajka","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","",""
"197",197,"Hydrozagadka / Chmury","Kilka razy w miesiącu","Tel-Aviv","Kilka razy w miesiącu","Krowarzywa","Kilka razy w miesiącu","Holmes Place","Przynajmniej kilka razy w tygodniu","Dom rodziny za Warszawa","Kilka razy w miesiącu","","","","","","","","","BUW","Przynajmniej kilka razy w tygodniu","","","","","","","","","","","","","","","","","",""
"198",198,"City24","Kilka razy w roku","Nora","Kilka razy w roku","Uniwer Pub City","Kilka razy w roku","Park Skaryszewski","Przynajmniej kilka razy w tygodniu","Pola Mokotowskie","Kilka razy w miesiącu","","","Foksal XVIII","Kilka razy w roku","Hybrydy","Kilka razy w roku","","","Kawiarnia Kafka","Kilka razy w roku","Rue de Paris","Kilka razy w miesiącu","Biblioteka WUM","Kilka razy w miesiącu","","","","","","","","","","","","","",""
"199",199,"Costa Coffe","Kilka razy w miesiącu","Starbucks","Kilka razy w roku","","","Park Moczydło","Kilka razy w miesiącu","Łazienki Królewskie","Kilka razy w roku","ZOO Warszawskie","Raz w roku lub rzadziej","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200",200,"green coffee","Kilka razy w roku","Znajomi Znajomych","Kilka razy w roku","bufet na uczlni","Kilka razy w roku","energy fitness Club","Przynajmniej kilka razy w tygodniu","las kabcki","Kilka razy w roku","Basen Osrir ochota","Przynajmniej kilka razy w tygodniu","pawilony","Kilka razy w roku","Znajomi znajomych","Kilka razy w roku","Spsikowcy Rozkoszy","Kilka razy w roku","","","","","","","","","","","","","","","","","","","",""
"201",201,"coffeeheaven","Kilka razy w miesiącu","złote tarasy","Kilka razy w miesiącu","kerb king","Kilka razy w miesiącu","agykola","Przynajmniej kilka razy w tygodniu","park skaryszewski","Kilka razy w roku","wał miedzyszynski","Raz w roku lub rzadziej","kebab king","Kilka razy w miesiącu","subway","Kilka razy w miesiącu","rerestauracja Gruzja","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","",""
"202",202,"pub Indecks","Kilka razy w roku","Sphinx","Kilka razy w roku","McDonald","Kilka razy w roku","","","","","","","club Park","Raz w roku lub rzadziej","","","","","KFC","Kilka razy w roku","Multikino","Kilka razy w roku","","","","","","","","","","","","","","","",""
"203",203,"starbucks/costa coffee","Przynajmniej kilka razy w tygodniu","pijalnia czekolady Wedla","Kilka razy w miesiącu","Złote tarasy/arkadia","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"204",204,"eufemia","Kilka razy w miesiącu","pardon to tu","Kilka razy w miesiącu","barstudio","Kilka razy w miesiącu","","Kilka razy w roku","","","","","eufemia","Kilka razy w miesiącu","pardon to tu","Kilka razy w miesiącu","pawilony na nowym swiecie","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","",""
"205",205,"kawiarnia Grycan, obojętnie która","Kilka razy w miesiącu","kawiarnia Karmello","Kilka razy w roku","","","Park Skaryszewski","Kilka razy w roku","","","","","","","","","","","BUW","Kilka razy w miesiącu","Biblioteka Przystanek Książka","Kilka razy w miesiącu","","","","","","","","","","","","","","","",""
"206",206,"Kino KC","Kilka razy w miesiącu","Próżna Cafe","Kilka razy w roku","Kawiarnie Blikle","Kilka razy w roku","OSiR żoliborz na Potockiej","Kilka razy w roku","Centrum sportu i rekreacji UW","Kilka razy w miesiącu","","","Shisha Lounge","Kilka razy w miesiącu","","","","","Coffeheaven przy Marszałkowskiej","Kilka razy w roku","Krowarzywa","Kilka razy w roku","Kawiarnia Tarabuk","Kilka razy w roku","Kawiarnia Czuły Barbarzyńca","Raz w roku lub rzadziej","Arkadia","Kilka razy w roku","Teatr Polonia","Kilka razy w roku","Teatr Narodowy","Kilka razy w roku","","","","","",""
"207",207,"telepizza radzymińska","Kilka razy w roku","grycan nowy świat","Kilka razy w miesiącu","mcdonald wileński","Kilka razy w miesiącu","park praski","Kilka razy w miesiącu","pole mokotowskie","Kilka razy w miesiącu","park saski","Kilka razy w roku","pijalnia piwa i wódki","Kilka razy w roku","explosion","Kilka razy w roku","La Playa","Raz w roku lub rzadziej","costa krakowskie przedmieście","Kilka razy w roku","kino praha","Kilka razy w roku","","","","","","","","","","","","","","","",""
"208",208,"Zachęta","Kilka razy w miesiącu","Baryłka","Kilka razy w roku","schodki przy Wiśle","Kilka razy w roku","Pola Mokotowskie","Kilka razy w roku","Plac Zamkowy","Kilka razy w miesiącu","","","Opera Club","Kilka razy w roku","Głębokie Gardło Shot Bar","Raz w roku lub rzadziej","DeLite Club","Kilka razy w roku","Narodowa Galeria Sztuki Zachęta","Kilka razy w miesiącu","Klub Basen","Kilka razy w roku","coffeeheaven","Kilka razy w roku","Muzeum Sztuki Nowoczesnej","Kilka razy w roku","Rynek Starego Miasta","Kilka razy w miesiącu","Plaża pod mostem Poniatowskiego","Kilka razy w roku","Kino Muranów","Kilka razy w roku","Kampus Centralny UW","Przynajmniej kilka razy w tygodniu","Okęcka Sala Widowiskowa","Przynajmniej kilka razy w tygodniu","Klub Komediowy","Kilka razy w miesiącu"
"209",209,"kawiarnia","Przynajmniej kilka razy w tygodniu","pub","Przynajmniej kilka razy w tygodniu","park","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210",210,"coffe heaven","Kilka razy w miesiącu","kafefajka","Kilka razy w roku","","","pola mokotowskie ","Kilka razy w roku","górka ursynowska","Kilka razy w roku","","","hybrydy ","Kilka razy w roku","stodoła","Kilka razy w roku","","","złote tarasy ","Kilka razy w miesiącu","Manekin","Kilka razy w roku","Park łazienkowski ","Kilka razy w miesiącu","","","","","","","","","","","","","",""
"211",211,"Pub nad Balatonem","Kilka razy w roku","Grycan","Kilka razy w roku","Coffetura","Kilka razy w roku","Basen","Kilka razy w miesiącu","","","","","Klub Park","Kilka razy w roku","Klub Remont","Raz w roku lub rzadziej","","","Parki","Kilka razy w miesiącu","Fontanny","Kilka razy w roku","","","","","","","","","","","","","","","",""
"212",212,"Nowy Świat","Przynajmniej kilka razy w tygodniu","Krakowskie Przedmieście","Przynajmniej kilka razy w tygodniu","Plac Zbawiciela","Kilka razy w miesiącu","Pola Mokotowskie","Przynajmniej kilka razy w tygodniu","Łazienki Królewskie","Kilka razy w roku","Okolice Placu Bankowego","Przynajmniej kilka razy w tygodniu","nie bywam","Raz w roku lub rzadziej","nie bywam","Raz w roku lub rzadziej","nie bywam","Raz w roku lub rzadziej","BUW","Przynajmniej kilka razy w tygodniu","Foksal - joga","Przynajmniej kilka razy w tygodniu","Krakowskie Przedmieście","Przynajmniej kilka razy w tygodniu","Nowy Świat","Przynajmniej kilka razy w tygodniu","Pola Mokotowskie","Przynajmniej kilka razy w tygodniu","CNK","Kilka razy w roku","Ogród Saski","Przynajmniej kilka razy w tygodniu","Arkadia","Kilka razy w roku","Kino Atlantic","Kilka razy w roku","Stare Miasto","Kilka razy w roku"
"213",213,"Tarabuk","Kilka razy w roku","Pijalnia Czekolady Wedel Złote Tarasy","Kilka razy w roku","Coffe Heaven","Kilka razy w roku","Las Bielański","Kilka razy w miesiącu","OSiR Żoliborz","Kilka razy w roku","Bulwary Wiślane","Kilka razy w roku","Jeff's","Raz w roku lub rzadziej","Zielona Gęś","Raz w roku lub rzadziej","","","Cinema City Arkadia","Kilka razy w roku","Multikino Złote Tarasy","Kilka razy w roku","","","","","","","","","","","","","","","",""
"214",214,"Pawilony (Klepsydra)","Kilka razy w miesiącu","Costa Coffee","Kilka razy w miesiącu","Schodki lub plaża nad Wisłą","Kilka razy w miesiącu","Calypso","Przynajmniej kilka razy w tygodniu","Pole Mokotowskie","Kilka razy w miesiącu","Szczęśliwice","Kilka razy w roku","Pawilony","Kilka razy w miesiącu","Sketch","Kilka razy w roku","Pijalnia Wódki i Piwa","Kilka razy w miesiącu","Galeria Mokotów","Kilka razy w roku","","","","","","","","","","","","","","","","","",""
"215",215,"KFC","Kilka razy w miesiącu","Costa Coffee","Kilka razy w roku","","","Energy Fitness Club","Przynajmniej kilka razy w tygodniu","","","","","","","","","","","Cinems City","Kilka razy w roku","sphinx","Kilka razy w roku","pizza hut","Kilka razy w roku","Grycan","Kilka razy w roku","","","","","","","","","","","",""
"216",216,"grawitacja-teraz jas I malgosia","Kilka razy w roku","lubie to","Kilka razy w roku","","","basen muszelka","Kilka razy w roku","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"217",217,"Czeska Piwiarnia","Kilka razy w miesiącu","Kufle i kapsle","Kilka razy w roku","Chmielarnia","Kilka razy w roku","AWF","Przynajmniej kilka razy w tygodniu","Pole Mokotowskie","Kilka razy w miesiącu","Kępa Potocka","Kilka razy w roku","Piw Paw","Kilka razy w roku","Amrit Kebab","Kilka razy w roku","Burger King","Kilka razy w miesiącu","Kino Wisła","Kilka razy w roku","Stadion na Orle","Kilka razy w roku","","","","","","","","","","","","","","","",""
"218",218,"Pub Małe Piwo","Kilka razy w miesiącu","Park Skaryszewski","Kilka razy w miesiącu","Bulwary Wiślane","Kilka razy w miesiącu","Park Skaryszewski","Przynajmniej kilka razy w tygodniu","Bulwary Wiślane","Kilka razy w roku","","","pub Piw Paw","Kilka razy w roku","","","","","","","","","","","","","","","","","","","","","","","",""
"219",219,"Spiskowcy Rozkoszy","Kilka razy w roku","PiwPaw","Kilka razy w roku","","","Basen Inflancka","Kilka razy w miesiącu","trasa kolarska Wilanów-Gassy-Konstancin","Kilka razy w miesiącu","Pole Mokotowskie","Przynajmniej kilka razy w tygodniu","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220",220,"KafeFajka","Kilka razy w miesiącu","Coffeeheaven","Kilka razy w miesiącu","Stare Miasto","Kilka razy w miesiącu","Park Skaryszewski","Kilka razy w roku","Pola Mokotowskie","Kilka razy w roku","Las Kabacki - Powsin","Kilka razy w miesiącu","KafeFajka","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","",""
"221",221,"Fajka","Kilka razy w miesiącu","Kafka","Kilka razy w miesiącu","","","","","","","","","","","","","","","UW","Przynajmniej kilka razy w tygodniu","Gruba Nuta","Kilka razy w miesiącu","","","","","","","","","","","","","","","",""
"222",222,"wrzenie świata","Kilka razy w miesiącu","beirut","Kilka razy w roku","cuda na kiju","Kilka razy w roku","fort bema","Kilka razy w roku","las na chomiczówce","Kilka razy w miesiącu","bulwary wiślane","Kilka razy w miesiącu","Cafe kulturalna","Kilka razy w roku","beirut","Kilka razy w roku","śp powiększenie","Kilka razy w roku","krowarzywa","Kilka razy w miesiącu","Cafe nero przy uw","Kilka razy w miesiącu","laflaf","Kilka razy w roku","hummusbar","Kilka razy w roku","loving hut","Kilka razy w roku","kino lab","Kilka razy w roku"," kino luna","Kilka razy w roku","buw","Kilka razy w miesiącu","Cafe de la poste","Kilka razy w roku","restauracja hoża 25","Kilka razy w miesiącu"
"223",223,"Charlotte kawiarnia ","Kilka razy w roku","Pizzeria na Barskiej ","Kilka razy w roku","Green café nero","Kilka razy w roku","Pole Mokotowskie","Kilka razy w roku","Park Szczęśliwicki","Kilka razy w roku","ZOO ","Raz w roku lub rzadziej","Arytmia ","Kilka razy w roku","Banja Luka","Kilka razy w roku","shot bar","Kilka razy w roku","Galeria Wypieków ","Przynajmniej kilka razy w tygodniu","stołówka starego BUWu","Kilka razy w miesiącu","dom mojego chłopaka ","Przynajmniej kilka razy w tygodniu","","","","","","","","","","","","","",""
"224",224,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"225",225,"Klub 22","Kilka razy w miesiącu","","","","","Sala tańca ","Przynajmniej kilka razy w tygodniu","","","","","Klub 22","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","",""
"226",226,"","","","","","","fitness club s4 tarchomin","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"227",227,"Kawiarnia Kawka","Kilka razy w roku","Park Skaryszewski","Kilka razy w miesiącu","Łazienki Królewskie","Kilka razy w roku","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228",228,"Starówka, Krakowskie Przedmieście","Kilka razy w miesiącu","Park Łazienkowski","Kilka razy w roku","brzeg Wisły","Kilka razy w roku","Fort Włochy, Park Kombatantów, Staw Kozierożca, Glinianki Cietrzewia","Przynajmniej kilka razy w tygodniu","Park Szczęśliwicki","Kilka razy w miesiącu","Puszcza Kampinoska","Kilka razy w roku","klubokawiarnia ""Latawiec""","Kilka razy w roku","""Mam Ochotę""","Kilka razy w miesiącu","","","Park Skaryszewski","Kilka razy w roku","Ścianki wspinaczkowe ","Kilka razy w miesiącu","Pływalnie","Kilka razy w miesiącu","Rezerwat Łosiowe Błota","Kilka razy w roku","Lasek Bielański","Kilka razy w roku","Pijalnia Czekolady Wedel","Kilka razy w roku","Biblioteka MIMUW","Przynajmniej kilka razy w tygodniu","Multimedialny Park Fontann","Kilka razy w roku","","","",""
"229",229,"","","","","","","Torwar lodowisko","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230",230,"Kampus główny UW","Przynajmniej kilka razy w tygodniu","Antykwariat","Kilka razy w miesiącu","Kawiarnia Marcinek","Kilka razy w roku","Las Bielański","Kilka razy w miesiącu","Ogród Saski","Przynajmniej kilka razy w tygodniu","Park Skaryszewski","Kilka razy w miesiącu","Kawiarnia Marcinek","Kilka razy w roku","","","","","","","","","","","","","","","","","","","","","","","",""
"231",231,"pracovnia ","Kilka razy w roku","Prochownia ","Kilka razy w roku","kawiarnia fawory ","Kilka razy w roku","kępa potocka ","Kilka razy w roku","stawy wawrzyszew ","Przynajmniej kilka razy w tygodniu","bulwar nad Wisłą ","Kilka razy w roku","","","","","","","Starbucks ","Kilka razy w roku","Joli bord ","Kilka razy w roku","kino Wisła ","Kilka razy w roku","Cinema City Bemowo ","Kilka razy w roku","wars i Sawa ","Kilka razy w roku","","","","","","","","","",""
"232",232,"Coffeetura","Przynajmniej kilka razy w tygodniu","stary BUW","Kilka razy w miesiącu","pub student","Kilka razy w roku","pole mokotowskie","Kilka razy w miesiącu","park szczęśliwicki","Kilka razy w miesiącu","basen Skalar w Ursusie","Kilka razy w miesiącu","harenda","Kilka razy w miesiącu","pijalnia wódki i piwa","Kilka razy w roku","pub kaktus (Ursus)","Kilka razy w roku","cafe nero na placu unii lubelskiej","Kilka razy w miesiącu","prasowy na marszałkowskiej","Kilka razy w miesiącu","telimena","Kilka razy w roku","park skaryszewski","Kilka razy w roku","park łazienkowski","Kilka razy w roku","centrum handlowe blue city","Kilka razy w roku","bar mleczny familijny","Kilka razy w miesiącu","","","","","",""
"233",233,"Archiwum","Kilka razy w roku","Costa Coffe","Kilka razy w roku","","","siłownia UW (ul. Karowa)","Kilka razy w miesiącu","Łazienki Królewskie","Kilka razy w miesiącu","plaża nad Wisłą","Kilka razy w roku","Hula Kula","Kilka razy w roku","","","","","Park Szczęśliwicki","Kilka razy w roku","Stare MIasto","Kilka razy w miesiącu","BUW","Kilka razy w miesiącu","","","","","","","","","","","","","",""
"234",234,"Chwila Klub","Kilka razy w miesiącu","Uniwersytet Warszawski","Przynajmniej kilka razy w tygodniu","Łazienki Królewskie","Kilka razy w roku","Łazienki Królewskie","Kilka razy w roku","Stadnina Koni Patataj","Kilka razy w roku","","","Chwila Klub","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","",""
"235",235,"KFC","Kilka razy w miesiącu","MCDonalds","Kilka razy w miesiącu","Costa","Kilka razy w miesiącu","Wydział Zarządzania UW","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236",236,"","","","","","","Basen uniwersytecki","Kilka razy w miesiącu","","","","","","","","","","","Multikino","Kilka razy w miesiącu","Cinema City","Kilka razy w roku","","","","","","","","","","","","","","","",""
"237",237,"kawiarnia","Przynajmniej kilka razy w tygodniu","","","","","","","","","","","","","","","","","Mieszkanie","Przynajmniej kilka razy w tygodniu","","","","","","","","","","","","","","","","","",""
"238",238,"Klub Bolek/Lolek/Tola na Polu Mokotowskim","Kilka razy w roku","Loving Hut","Kilka razy w roku","Galeria Mokotów","Kilka razy w miesiącu","Pole Mokotowskie","Kilka razy w miesiącu","Królikarnia","Kilka razy w roku","Łazienki","Kilka razy w roku","-","","-","","-","","Kinoteka","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","",""
"239",239,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240",240,"Starbucks","Kilka razy w roku","Park","Raz w roku lub rzadziej","Piwnica pod Harendą","Kilka razy w roku","","","","","","","Piwnica pod Harendą","Kilka razy w roku","Tygmont","Raz w roku lub rzadziej","Park","Raz w roku lub rzadziej","Biblloteka UW","Kilka razy w miesiącu","Hulakula","Kilka razy w roku","Zielona Gęś","Raz w roku lub rzadziej","Znajomi Znajomych","Raz w roku lub rzadziej","Chwila","Raz w roku lub rzadziej","Stereo","Raz w roku lub rzadziej","Dorum art","Raz w roku lub rzadziej","Przestrzeń Prywatna","Raz w roku lub rzadziej","","","",""
"241",241,"osiedle groty-las bemowski","Przynajmniej kilka razy w tygodniu","Wola Park","Kilka razy w roku","stare miasto/fontanny","Kilka razy w roku","las bemowski","Przynajmniej kilka razy w tygodniu","łazienki królewskie","Kilka razy w roku","bulwary wiślane","Kilka razy w roku","","","","","","","lotnisko chopina jako spotter","Kilka razy w roku","","","","","","","","","","","","","","","","","",""
"242",242,"pub Rstrospekcja","Kilka razy w roku","pub Karmnik","Kilka razy w roku","","","park Pole Mokotowskie","Kilka razy w miesiącu","park przy cmentarzu żołnierzy radzieckich ( ul. Żwirki i Wigury)","Kilka razy w miesiącu","","","Klubokawiarnia","Raz w roku lub rzadziej","","","","","Stare Miasto","Kilka razy w roku","Pałac w Wilanowie","Raz w roku lub rzadziej","Łazienki Królewskie","Kilka razy w roku","Stara Ochota","Kilka razy w miesiącu","cytadela","Raz w roku lub rzadziej","","","","","","","","","",""
"243",243,"Multipub pod Grubą Kaśką","Kilka razy w roku","Kawiarnie przy ul. Chmielnej","Kilka razy w roku","C.H. Arkadia","Kilka razy w roku","Bieżnia wokół stadionu na Bródnie przy ul. Łabiszyńskiej","Kilka razy w miesiącu","Park Bródnowski","Kilka razy w miesiącu","Pola Mokotowskie","Kilka razy w roku","Chwila da Klub","Kilka razy w roku","Klub Komediowy","Kilka razy w roku","","","C. H. Targówek","Kilka razy w miesiącu","SWPS - spotkania kół naukowych","Kilka razy w roku","SGH spotkania kół naukowych","Kilka razy w roku","Kino Wisła","Kilka razy w roku","Biblioteka Narodowa","Kilka razy w miesiącu","","","","","","","","","",""
"244",244,"Starbucks","Kilka razy w roku","","","","","Akademia tańca","Kilka razy w miesiącu","","","","","","","","","","","BUW","Kilka razy w miesiącu","","","","","","","","","","","","","","","","","",""
